id,url,Title,Category,Categories,Authors,Price in NIS,Year,Synopsis,Synopsis length,Price in USD,StarRating,NumberOfReviews,Language,Format,Dimensions,Dimensions unit,Weight,Weight unit,ISBN
326,https://www.bookdelivery.com/il-en/book-little-girls-bible-storybook-for-mothers-and-daughters/9780801015472/p/48403802,"Little Girls Bible Storybook for Mothers and Daughters  - Larsen, Carolyn ; Turk, Caron","Infant/youth, general interest: religious texts, prayers and devotional objects","Childrens Juvenile Educational, Young Adults, Philosophy Religion Beliefs, Texts Prayers Devotional Items",Carolyn Larsen,56.64,,"Long beloved by children and parents alike, these classic Bible storybooks have been thoroughly revised and updated for a new generation of children. With whimsical and colorful illustrations, and a larger, easier-to-read font, these Bible storybooks will encourage quality quiet time with Mom and instill in boys and girls a love for the Bible at a young age. Each Bible story includes a brief reflection and a Bible verse to remember, plus gender-specific content to engage boys and girls and apply the lessons they learn to their lives. Moms will love curling up with their little ones each night to share these beloved stories.",631.0,18.82,None,0,English,Hardcover,"19.3, 15.5, 2.3",cm,0.52,kg,9780801015472
327,https://www.bookdelivery.com/il-en/book-mad-mad-mad-leslie-patricelli-board-books/9781536203806/p/52978577,"Mad, Mad, mad (Leslie Patricelli Board Books) - Leslie Patricelli","Illustrated storybooks: imagination and playChildren’s / young adult fiction: general fictionChildren’s / young adult fiction: family and home storiesInfant / youth, personal and social issues: emotions, moods and feelingsInfant / youth, personal and social issues: the family and its members","Childrens Juvenile Educational, Illustrated Activities, Children, Storybooks, Imagination Games",Leslie Patricelli,36.19,,"Flipping from sad to mad can make for a bad day, but Baby is learning some tricks for getting the happy back. Sometimes Baby is sad. And sometimes mad, mad, MAD! Baby screams and falls to the floor, and a spectacular tantrum follows, from furious crying to the final flop. What happens when Baby wants to stop, but even hugging a beloved blankie doesn't dissolve the cranky? Maybe a walkabout is in order, with some mindful breathing to boot? Master of toddler expression Leslie Patricelli turns the focus to feelings in a relatable episode offering some tips for helping the mad go away.",588.0,12.03,None,0,English,Board Book,"17.5, 17.5, 1.5",cm,0.32,kg,9781536203806
328,https://www.bookdelivery.com/il-en/book-magnus-chase-and-the-gods-of-asgard-set/9781484780626/p/51585634,Magnus Chase and the Gods of Asgard set  - Rick Riordan,"Northern europe, scandinaviaChildren’s / young adult fiction: action and adventure storiesChildren’s / young adult fiction: fantasyChildren’s / young adult fiction: traditional tales","Place Qualifiers, Europe, Scandinavia",Rick Riordan,82.68,2019,"All three books in the best-selling Magnus Chase trilogy, collected in a gift-worthy paperback boxed set.Magnus Chase, a once-homeless teen, is on a death-defying quest across the Norse realms, literally. As a resident of the Hotel Valhalla, this son of the god Frey is now one of Odin's chosen warriors. Magnus and his friends, Hearthstone the elf, Blitzen the dwarf, Samirah the Valkyrie, and other heroic characters must use all their wits and special talents in order to defeat fearsome giants, lethal creatures, and meddlesome gods in order stave off Ragnarok. A whirlwind of myth, action, and wry sarcasm, perfect for readers hungry for a new hit of that Percy Jackson-type magic.--Horn Book",697.0,27.47,4.88,8,English,Paperback,"19.8, 13.7, 9.9",cm,1.11,kg,9781484780626
329,https://www.bookdelivery.com/il-en/book-marbled-composition-notebook-teal-marble-wide-ruled-paper-subject-book/9781989387542/p/54792848,Marbled Composition Notebook: Teal Marble Wide Ruled Paper Subject Book - Young Dreamers Press,"Teaching, mother tongue/native language: writing skills","Childrens Juvenile Educational, Educational Material, Language Literature Literacy, Native Language, Reading Writing Skills, Writing Skills",Young Dreamers Press,47.98,,"Marble Notebooks Wide Ruled  Are you and your kids bored with basic school supplies nowadays? Why not sneak in a little fun with our cute and fun marble composition books featuring your favorite colors and subjects!Our Composition Notebooks feature:   100 blank lined white pages Duo sided wide ruled sheets 7.5"" x 9.25"" (19.05 x 23.5 cm) in size; versatile size for your purse, tote bag, desk, backpack, or at school, home, or work Professionally designed matte softbound cover Ideal for class notes, to do lists, recipes, writing, organizing, prompt book, journaling and brainstorming  Who says notebooks have to be boring? Grab yours today!  Many other covers and book styles including even more back to school products are available under Young Dreamers Press!",764.0,15.95,None,0,English,Paperback,"23.5, 19.1, 0.5",cm,0.19,kg,9781989387542
330,https://www.bookdelivery.com/il-en/book-mr-marvelous-mr-men-and-little-miss/9780451534071/p/48400140,"Mr. Marvelous (Mr. Men and Little Miss)  - Hargreaves, Adam","Children’s / young adult fiction: general fictionChildren’s / young adult fiction: humorous storiesInfant / youth, personal and social issues: self-knowledge and self-esteem","Childrens Juvenile Educational, Fiction, General",Adam Hargreaves,34.59,2016,"Embrace your inner marvelousness with the most marvelous man in the classic Mr. Men series! Mr. Marvelous can out-tickle Mr. Tickle, outrun Mr. Rush, and out-chatter Little Miss Chatterbox. He is simply a marvel! But when he tries to out-naught Little Miss Naughty, he finds that there's nothing marvelous about playing tricks on people. Will he lose himself in a prank fight, or learn to embrace his naturally marvelous personality?",433.0,11.5,None,0,English,Paperback,"12.2, 14.0, 0.3",cm,0.04,kg,9780451534071
331,https://www.bookdelivery.com/il-en/book-national-geographic-little-kids-first-big-book-of-space/9781426310140/p/9172883,"National Geographic Little Kids First Big Book of Space - Hughes, Catherine D.","Children/young adult, general interest: space, stars and the solar systemTeaching: astronomyTeaching: technologyInfant / youth, reference material: encyclopaedias, general reference works","Childrens Juvenile Educational, Young Adults, Nature Animals Natural World, Space Starts Solar System",Catherine D. Hughes,53.89,2012,"This beautiful book is the latest addition to the National Geographic Little Kids First Big Book series. These colorful pages will introduce young children to the wonders of space, with colorful illustrations by David Aguilar and simple text that is perfect for beginning readers or for reading aloud. The book will explain basic concepts of space, beginning with what is most familiar to kids and expanding out into the universe. Chapters include:  - Chapter 1 focuses on the Earth, moon, and sun.  - Chapter 2 introduces kids to the other planets in our solar system.  - Chapter 3 explains other objects in our solar system, such as dwarf planets, comets, and asteroid belts.  - Chapter 4 voyages even farther afield, touching on concepts such as the universe, the Milky Way, stars, galaxies, and black holes.  - The last chapter delves into space exploration: humans on the moon, spaceships, the International Space Station, etc.",932.0,17.91,None,0,English,Hardcover,"25.4, 25.9, 1.5",cm,0.75,kg,9781426310140
332,https://www.bookdelivery.com/il-en/book-sachiko-a-nagasaki-bomb-survivor-s-story/9798765627457/p/56102046,"Sachiko: A Nagasaki Bomb Survivor's Story - Stelson, Caren","AsiaChildren/young adult, general interest: people and places","Place Qualifiers, Asia",Caren Stelson,66.89,,,,22.23,None,0,English,Paperback,"25.1, 20.1, 1.3",cm,0.45,kg,9798765627457
333,https://www.bookdelivery.com/il-en/book-sam-s-sandwich/9780763678081/p/48470798,Sam's Sandwich  - David Pelham,"Children’s / young adult fiction: family and home storiesInfant / youth, personal and social issues: siblings","Childrens Juvenile Educational, Fiction, Family",David Pelham,51.71,2015,"Just how gross can Sam make that sandwich he’s giving to his sister? Lift the flaps to find out! A classic kid-pleaser, back by popular demand.Sam’s sister wants a very special sandwich, so he does his best to oblige. Lettuce, cheese, tomato, salami, and so much more. Just unfold each layer to see what surprise he has slipped underneath—if you haven’t already figured it out from the hints in the rhyming text! Served up as a sandwich-shaped book with a gruesome guessing game on every spread, Sam’s Sandwich is a delectable gift for little terrors.",551.0,17.18,5.0,1,English,Hardcover,,,,,9780763678081
334,https://www.bookdelivery.com/il-en/book-septimus-heap-07-fyre/9780061242472/p/47341089,"Septimus Heap 07. Fyre - Sage, Angie ; Zug, Mark",Children’s / young adult fiction: action and adventure storiesChildren’s / young adult fiction: fantasyChildren’s / young adult fiction: humorous stories,"Childrens Juvenile Educational, Fiction, Action Adventure Stories",Angie Sage,38.68,,"The seventh book in the internationally bestselling Septimus Heap series by Angie Sage, featuring the funny and fantastic adventures of a wizard apprentice and his quest to become an ExtraOrdinary Wizard.New York Times Bestselling Series""To wrap up her deservedly popular series, Sage calls back nearly all of the first six volumes' cast members, living and dead, for a fresh flurry of Magykal feats and threats from the Darke."" --Kirkus Reviews""Sage is a master of her created world, paying devoted attention to the smallest detail; the world and the characters in it are as vivid and engaging in this final installment as they have been throughout the Septimus Heap series."" --ALA BooklistFavorite characters return in this stunning seventh final book in Angie Sage's New York Times bestselling Magykal series: ExtraOrdinary Wizard Marcia Overstrand, Alchemist Marcellus Pye, and of course Septimus Heap, Jenna, Beetle, Simon, Lucy, and the rest of the Heap gang.Jenna will soon be Queen and Beetle is now Chief Hermetic Scribe. Septimus, however, must rid the Castle of the Darke Domaine by destroying the Two-Faced Ring. His skills in both Magyk and Physik will be tested, as will his loyalties.Filled with Angie Sage's characteristic humor and heart, Fyre is a grand finale that is fantasy adventure at its best.",1317.0,12.86,4.0,1,English,Paperback,"18.1, 14.5, 4.0",cm,0.55,kg,9780061242472
335,https://www.bookdelivery.com/il-en/book-super-duper-extra-deluxe-essential-handbook-pokemon/9781339028019/p/56158985,Super Duper Extra Deluxe Essential Handbook (Pokémon) -  Scholastic,"Infant/youth, general interest: toysInfant/youth, general interest: video games and computer games","Childrens Juvenile Educational, Young Adults, Puzzles Riddles Games, Toys",Scholastic,58.79,,"The latest edition of the bestselling Super Extra Deluxe Essential Handbook is here -- and it includes all-new Pokémon! With 640 color pages and info on more than 1,000 Pokémon, this is a must-have for Pokémon fans of all ages.Gotta catch 'em all! This revised and updated edition of the mega-bestselling Essential Handbook and Super Extra Deluxe Essential Handbook has all the stats and facts fans need about the world of Pokémon. Need-to-know info on more than 1,000 Pokémon is jam-packed into 640 illustrated, full-color pages.The handbook is easy to read and organized simply and effectively into one comprehensive, user-friendly reference book. This updated edition features tons of extra pages devoted to the newest Pokémon from the Scarlet and Violet video games. It is truly essential for Pokémon Trainers of all ages.",826.0,19.54,5.0,1,English,Paperback,,,,,9781339028019
336,https://www.bookdelivery.com/il-en/book-super-rabbit-boy-vs-the-gigabot-a-branches-book-press-start-16/9781546110439/p/56970806,Super Rabbit Boy vs. the Gigabot!: A Branches Book (Press Start! #16) - Thomas Flintham,American/british style comic books and graphic novelsChildren / teenagers: chapter books (transitional storybooks)Children’s / young adult fiction: general fictionChildren’s / young adult fiction: action and adventure stories,"Graphic Novelscomic Books Animated Works, Comics, American British Style",Thomas Flintham,43.2,,"Super Rabbit Boy must face the biggest robot the world has ever seen in the latest page-turning installment of this USA Today bestselling series!Pick a book. Grow a Reader!This series is part of Scholastic's early chapter book line, Branches, aimed at newly independent readers. With easy-to-read text, high-interest content, fast-paced plots, and illustrations on every page, these books will boost reading confidence and stamina. Branches books help readers grow!Super Rabbit Boy is ready to enjoy a relaxing day off until meanie King Viking shows up at his door. King Viking has a giant problem -- his biggest robot ever, the Gigabot has been stolen. Now the robot thief is taking the Gigabot straight toward Animal Town! King Viking can't stop the Gigabot on his own, so he has no choice... he has to ask Super Rabbit Boy for help! Will Super Rabbit Boy find a way to stop the giant Gigabot? And who is the robot thief?Thomas Flintham's full-color artwork on every page brings energy and fun to this action-packed, gaming-themed series!Press Start! is coming soon as an NBC Peacock original series!",1102.0,14.36,None,0,English,Paperback,,,,,9781546110439
337,https://www.bookdelivery.com/il-en/book-talons-of-power-wings-of-fire-book-9/9780545685436/p/50587285,"Talons of Power (Wings of Fire, Book 9)  - Tui T. Sutherland","Children’s / young adult fiction: action and adventure storiesChildren’s / young adult fiction: fantasyInfant/youth, general interest: supernatural and mythological creatures","Childrens Juvenile Educational, Fiction, Action Adventure Stories",Tui T. Sutherland,45.77,2018,"The New York Times and USA Today bestselling Wings of Fire series soars to even greater heights in the ultimate battle between good and evil.For every villain, there is a hero ...Turtle isn't one of the heroes he reads about in stories. If he were, he'd use his animus powers to help Pyrrhia -- instead of keeping his abilities a secret, even from his own sister. Now that Darkstalker, the sinister and impossibly old dragon from Pyrrhia's most notorious legends, has returned, Turtle knows his own role is simple: hide. And stay hidden.The more he watches Darkstalker from the shadows, the more Turtle knows that someone needs to stop the powerful dragon. A real hero. But Turtle is running out of time to find one, which means ... he might have to try to save the day himself.",778.0,15.21,None,0,English,Paperback,"19.1, 13.2, 2.3",cm,0.2,kg,9780545685436
338,https://www.bookdelivery.com/il-en/book-taming-7-boys-of-tommen-5/9781464216053/p/55932256,"Taming 7 (Boys of Tommen, 5) - Chloe Walsh","Children’s / young adult fiction: general fictionChildren’s / young adult fiction: relationship stories: romance, love or friendshipChildren’s / young adult fiction: sports storiesInfant / youth, personal and social issues: contacts, dating, relationships, romance and love","Childrens Juvenile Educational, Fiction, General",Chloe Walsh,60.23,2024,"Taming 7 is an epic and unforgettable love story in the international bestselling and TikTok-phenomenon The Boys of Tommen series, from Chloe Walsh.She's the quintessential sunshine girl. He's the lovable class clown. But storm clouds are rolling in, and this Tommen boy is about to get serious.Tommen's cheekiest lad, Gerard 'Gibsie' Gibson, has always been a comedian, but most people don't see what lurks beneath the surface. He is haunted by events of the past and he uses humor to cope, hiding his true self from the world.Claire Biggs, the epitome of sunshine, has always loved Gibsie, her brother's friend and her favorite neighbor. She has always seen a side to him that no one else seems to notice. She becomes determined to tame her wild-at-heart childhood best friend.When lines are crossed, it becomes unclear whether Gibsie and Claire's friendship will survive. Will it blossom into something more, or will they lose themselves in the wild?Following characters that readers have grown to adore, Taming 7 will only expand your love for the Boys of Tommen universe. This book is perfect for readers looking for:New adult/YA crossover Irish romanceDual POVsFriends-to-loversAngsty tearjerkersBingeworthy TikTok books",1226.0,20.01,5.0,1,English,Paperback,"23.1, 15.5, 2.3",cm,0.41,,9781464216053
339,https://www.bookdelivery.com/il-en/book-the-berenstain-bears-storytime-collection-the-berenstain-bears/9780593177327/p/52978624,"The Berenstain Bears' Storytime Collection (The Berenstain Bears) - Berenstain, Stan ; Berenstain, Jan","Children’s / young adult fiction: classic fictionChildren’s / young adult fiction: family and home storiesChildren’s / young adult fiction: animal and nature storiesInfant / youth, personal and social issues: the family and its members","Childrens Juvenile Educational, Fiction, Classic",Stan BerenstainJan Berenstain,56.11,,"A deluxe Berenstain Bears' hardcover collection featuring ten classic stories from Stan and Jan Berenstain! This deluxe 320-page Berenstain Bears' storybook includes ten classic stories created by Stan and Jan Berenstain! Boys and girls ages 3 to 7 will love the heartwarming stories in this hardcover collection! Featured stories include: The Berenstain Bears' New Baby, The Berenstain Bears Go to School, The Berenstain Bears and the Sitter, The Berenstain Bears Go to the Doctor, The Berenstain Bears Visit the Dentist, The Berenstain Bears' Moving Day, The Berenstain Bears Get in a Fight, The Berenstain Bears Go to Camp, The Berenstain Bears In the Dark, and The Berenstain Bears and the Messy Room.",705.0,18.65,None,0,English,Hardcover,"23.1, 22.4, 2.0",cm,1.04,kg,9780593177327
340,https://www.bookdelivery.com/il-en/book-the-dot/9781536218091/p/54212210,The dot  - Peter H. Reynolds,"United states of americaRelated to asian americansChildren’s / young adult fiction: general fictionChildren/young adult, general interest: arts and artistsChildren/young adult, general interest: people and placesInfant / youth, personal and social issues: self-knowledge and self-esteem","Place Qualifiers, America, North, Usa",Peter H. Reynolds,36.19,2022,"With a simple, witty story and free-spirited illustrations, Peter H. Reynolds entices even the stubbornly uncreative among us to make a mark -- and follow where it takes us. Her teacher smiled. ""Just make a mark and see where it takes you."" Art class is over, but Vashti is sitting glued to her chair in front of a blank piece of paper. The words of her teacher are a gentle invitation to express herself. But Vashti can't draw - she's no artist. To prove her point, Vashti jabs at a blank sheet of paper to make an unremarkable and angry mark. ""There!"" she says. That one little dot marks the beginning of Vashti's journey of surprise and self-discovery. That special moment is the core of Peter H. Reynolds's delicate fable about the creative spirit in all of us.",765.0,12.03,None,0,English,Paperback,"22.4, 24.1, 0.5",cm,0.14,kg,9781536218091
341,https://www.bookdelivery.com/il-en/book-the-poison-jungle-13-wings-of-fire/9781338214529/p/53433676,The Poison Jungle: 13 (Wings of Fire)  - Tui T. Sutherland,"Children’s / young adult fiction: action and adventure storiesChildren’s / young adult fiction: fantasyInfant/youth, general interest: supernatural and mythological creatures","Childrens Juvenile Educational, Fiction, Action Adventure Stories",Tui T. Sutherland,45.77,2021,"The New York Times bestselling series continues with a thrilling revelation -- brand-new tribes of dragons!Some secrets are deadly.It's no secret that Sundew wants to destroy the HiveWings. It's her life's mission to exact revenge on the tribe that tried to wipe out the LeafWings and ripped every tree from the surface of Pantala.Every tree, that is, except the wild and dangerous Poison Jungle, where the surviving LeafWings have been hiding since the war. Hiding, plotting, and waiting for a dragon like Sundew, who is uniquely qualified to bring down the Hives.There are dark secrets in the jungle, though -- some that Sundew is keeping, and some that she's only just beginning to discover. And now that a new war is upon them, Sundew and her friends must unearth the oldest secret in the jungle -- even if what they find has the power to destroy them all.",860.0,15.21,5.0,2,English,Paperback,"19.1, 13.2, 2.3",cm,0.23,kg,9781338214529
342,https://www.bookdelivery.com/il-en/book-the-story-orchestra-carnival-of-the-animals-press-the-note-to-hear-saint-saens-music-the-story-orchestra-5/9780711249523/p/53266630,"The Story Orchestra: Carnival of the Animals: Press the Note to Hear Saint-Saëns'Music (The Story Orchestra, 5) - Jessica Courtney Tickle","Children’s / young adult fiction: general fictionChildren’s / young adult fiction: fantasyChildren’s / young adult fiction: animal and nature storiesChildren/young adult, general interest: music","Childrens Juvenile Educational, Fiction, General",Katy Flint,64.77,,"Discover the magical world of Carnival of the Animals in this musical reimagining of this celebrated suite for children - push the button in each breathtaking scene to hear the vivid sound of an orchestra playing from Camille Saint-Saëns' score.  One day, two brothers discover a magical animal kingdom behind their bookcase. They are greeted by the royal lion with his shaggy mane; ask for directions from an old lonely tortoise; take a ride on some lumbering elephants; topple a skeleton of dinosaur bones; and swim among a school of shimmering fish. If only they could take them all home...  The book includes extracts from ""The Swan,"" ""Aquarium,"" ""Fossils,"" and ""Finale"" (From Disney's Fantasia) along with a totally new story to link the pieces together.  As you and your little one journey through the magical scenes, you will press the buttons to hear 10 excerpts from the suite's music. At the back of the book, find a short biography of the composer, Camille Saint-Saëns, with details about his composition of Carnival of the Animals. Next to this, you can replay the musical excerpts and, for each of them, read a discussion of the instruments, rhythms and musical techniques that make them so powerful. A glossary defines musical terms. The Story Orchestra series brings classical music to life for children through gorgeously illustrated retellings of classic ballet, opera, and program music stories paired with 10-second sound clips of orchestras playing from their musical scores. With The Story Orchestra keyboard sound books, children can play the famous melodies themselves with the sound of a real grand piano. Also available from the Story Orchestra series: The Magic Flute, I Can Play (vol 1), Swan Lake, The Sleeping Beauty, The Nutcracker, and Four Seasons in One Day. Manufacturer's note:  please pull the white tab out of the back of the book before use. Sound buttons require a firm push in exact location to work, which may be hard for young children. All sound clips are 10 seconds long. The perfect primer to introduce children to classical music.",2076.0,21.52,5.0,1,English,Hardcover,"26.9, 30.7, 1.5",cm,0.52,kg,9780711249523
343,https://www.bookdelivery.com/il-en/book-the-ultimate-avatar-sticker-book-includes-avatar-the-way-of-water-ultimate-sticker-book/9780744061017/p/54497665,"The Ultimate Avatar Sticker Book: Includes Avatar the way of Water (Ultimate Sticker Book)  - Jones, Matt",Children/young adult: general interest,"Childrens Juvenile Educational, Young Adults",Matt Jones,38.19,,"An entertaining Avatar: The Way of Water tie-in book, featuring more than 400 stickers.  Return to Pandora in this fun sticker book. Discover the heroes and villains from the first film, including Jake Sully, Neytiri, and Quaritch, and meet new characters Neteyam, Kiri, and Ronal. Discover the moon's amazing locations, unique creatures, and the forces of the RDA who are attempting to occupy it.  With incredible photographic images and exciting captions, this must-have sticker book will help readers to relive the wonders of Avatar and Avatar: The Way of Water. Fun stickering activities will keep readers engaged and entertained for hours.  (c) 2022 20th Century Studios.",676.0,12.69,None,0,English,Paperback,"27.4, 21.0, 0.4",cm,0.16,kg,9780744061017
344,https://www.bookdelivery.com/il-en/book-the-way-things-work-now/9780544824386/p/48507131,"The Way Things Work Now - Macaulay, David","Infant/youth, general interest: computing, computers and information sciencesInfant/youth, general interest: machines, how things workTeaching: physics","Childrens Juvenile Educational, Young Adults, Science Technology, Computing Information",David Macaulay,114.36,,"A New York Times Bestseller  Explainer-in-Chief David Macaulay updates the worldwide bestseller The New Way Things Work to capture the latest developments in the technology that most impacts our lives. Famously packed with information on the inner workings of everything from windmills to Wi-Fi, this extraordinary and humorous book both guides readers through the fundamental principles of machines, and shows how the developments of the past are building the world of tomorrow. This sweepingly revised edition embraces all of the latest developments, from touchscreens to 3D printer. Each scientific principle is brilliantly explained--with the help of a charming, if rather slow-witted, woolly mammoth. An illustrated survey of significant inventions closes the book, along with a glossary of technical terms, and an index. What possible link could there be between zippers and plows, dentist drills and windmills? Parking meters and meat grinders, jumbo jets and jackhammers, remote control and rockets, electric guitars and egg beaters? Macaulay explains them all.",1069.0,38.0,None,0,English,Hardcover,"27.7, 22.4, 3.0",cm,1.62,kg,9780544824386
345,https://www.bookdelivery.com/il-en/book-toilet-time-a-training-kit-for-boys-ready-to-go/9780764167270/p/48486820,"Toilet Time: A Training Kit for Boys (Ready to Go!) - Hall, Janet",Early years: daily routine,"Childrens Juvenile Educational, Illustrated Activities, Early Learning Concepts, Daily Routines",Janet Hall,54.91,,"Fun and easy potty-training success for toddlers in just 6 simple steps!Included in the kit are charts, stickers, and the help of child psychologist Dr. Janet Hill to ease the way! Simple guidance that gets little boys potty trained by providing instructional tools for parents--such as readiness checklists, tips on Do's and Don'ts, and insight into how children develop, as well as rewards and encouragement for children to enjoy, this adorable kit has everything to help make potty training a positive and rewarding experience for the whole family.This toilet training kit includes: An easy-to-follow 16-page instructional guide for parentsA charming 16-page board book designed to encourage children as they learnTwo reward charts featuring engaging characters48 reward stickers to motivate children and positively reinforce successWhat parents, grandparents, and teachers are saying: This was the easiest potty-training method, and my son LOVED it. After each sticker chart was filled, he got to pick out any toy he wanted from the store. Plus, he loved the sweet book that comes with it! Highly recommend! By week 3 my son had been accident free and he's a little over 2.5 years old!Worked like a charm! My 3 1/2-year-old refused to potty train and a friend of mine told me to get this book, and my son loved the idea of the stickers with the poster. It only took him three days to master it and he was potty trained after!Got both girl and boy versions for my kids. The charts are simple and perfect for starting out potty training. The books stay in our bathroom, and we read them while they try to potty. It's cute, simple, and fun!",1641.0,18.25,None,0,English,Hardcover,"25.9, 19.6, 2.0",cm,0.45,kg,9780764167270
346,https://www.bookdelivery.com/il-en/book-when-you-find-the-right-rock/9781797214580/p/56686041,"When You Find the Right Rock - Ray, Mary Lyn ; Sala, Felicita","Children’s / young adult fiction: general fictionChildren/young adult, general interest: nature, animals and the natural worldInfant/youth, general interest: science and technology","Childrens Juvenile Educational, Fiction, General",Mary Lyn Ray,60.53,,"A marvelous exploration of the special relationship children find with the natural world and the fascination and friendship they find in special rocks, from poet Mary Lyn Ray and artist Felicita Sala. Somewhere, a rock is waiting for you. One just the right color for your windowsill, or just the right shape for drawing a face.  Maybe it is a rock from the heart of a mountain that will remind you of how big YOU are inside, too. Maybe it is a rock washed by the sea that knows all about the backs and forths and ups and downs of things. Maybe it is a small rock, just the right size to close your hand around and know that the rock is with you and it is just right.  Through vibrant illustration and evocative text, When You Find the Right Rock carries readers along on a journey of discovery, from the mountains to the sea, that's all about learning the beauty of being in the moment, connecting with nature, and the thrill of finding a precious keepsake to call your own. COOL ROCKS: Whether it's a special pebble for a pocket or a colorful collection in a box, rocks offer a special kind of companionship and a portable and lasting connection with the natural world.  MINDFULNESS FOR KIDS: Our connections with nature reduce stress and increase happiness and resilience. This book is an ode to the presentness that we find in the natural world.  NATURE BOOK FOR ALL: A love of the natural world is easy to instill in kids, and it's so rewarding--both intellectually and emotionally. Here is a wonderful reminder that when we see ourselves in nature, we get in touch with our own depth and texture and lastingness. Perfect for:  Parents, grandparents, and caregivers of children who love the natural world  Teachers and librarians looking for a poetic picture book on rocks and nature  Anyone who has found the secret joy of a special rock  Readers of A Stone Sat Still, A Rock Is Lively, and Ricky, the Rock That Couldn't Roll",1931.0,20.11,None,0,English,Hardcover,"30.5, 22.9, 1.0",cm,0.5,kg,9781797214580
347,https://www.bookdelivery.com/il-en/book-who-would-win-ultimate-showdown/9781338535563/p/52067072,"Who Would Win? Ultimate Showdown  - Pallotta, Jerry ; Bolster, Rob","Children/young adult, general interest: general knowledge and factsChildren/young adult, general interest: cats, inInfant/youth, general interest: mysteries, the supernatural","Childrens Juvenile Educational, Young Adults, General Knowledge",Jerry Pallotta,48.34,2019,"Who Would Win? is back with another exciting bind-up featuring five more books in this action-packed animal series!What if one dangerous animal had a fight with another? Who do you think would win? In this five-book bind-up of the popular Who Would Win? series, kids will learn about each animal's anatomy, behavior, and more. Then compare and contrast the battling pairs before finally discovering the winner! This nonfiction collection is full of facts, photos, and realistic illustrations, and it includes a range of mammals, sea creatures, insects, and dinosaurs to satisfy all kinds of animal fans, including Lion vs. Tiger, Hammerhead vs. Bull Shark, Polar Bear vs. Grizzly Bear, Hornet vs. Wasp, and Triceratops vs. Spinosaurus.So who do YOU think would win?",765.0,16.06,None,0,English,Hardcover,"23.1, 15.7, 1.5",cm,0.53,kg,9781338535563
348,https://www.bookdelivery.com/il-en/book-whoever-you-are/9781328895813/p/49046455,Whoever You Are - Mem Fox,"Children/young adult: poetryChildren/young adult, general interest: people and placesInfant / youth, personal and social issues: emotions, moods and feelings","Childrens Juvenile Educational, Children Teens Yearbooks Anthologies Poetry, Poetry",Mem Fox,41.78,,"Enjoy this picture book celebration of diverse childhoods, and the essential things that make us all the same.""A compelling exploration of the differences between children that make them unique as well as the common humanity that unites them."" (Publishers Weekly)Every day all over the world, children are laughing and crying, playing and learning, eating and sleeping. They may not look the same. They may not speak the same language. Their lives may be quite different from each other. But inside, they are all alike.Stirring words and bold paintings weave their way around our earth, across cultures and generations and remind children to accept differences, to recognize similarities, and--most importantly--to rejoice in both.",731.0,13.89,None,0,English,Board Book,"18.8, 17.0, 1.5",cm,0.27,kg,9781328895813
349,https://www.bookdelivery.com/il-en/book-365-bedtime-stories-and-rhymes/9781680524048/p/50826807,365 Bedtime Stories and Rhymes  - Cottage Door Press ; Parragon Books,Related to christian people or groupsIllustrated storybooks: bedtime and dream storiesEarly years: rhymes and wordplayChildren/young adult: anthologiesChildren’s / young adult fiction: traditional talesChildren’s / young adult fiction: religious fiction,"Interest Qualifiers, Social Culture, Religious Communities, Christians","Cottage Door Press , Parragon Books",63.34,2018,"Snuggle up with your favorite nursery rhymes and drift into the magical worlds of all your most beloved fairytale characters. This beautifully illustrated storytime treasury keepsake brings together the talents of illustrators from around the world with well-loved stories and rhymes children and adults will enjoy. Filled with fun stories and rhymes, little ones will love snuggling up for storytime and picking one (or three!) of the 365 bedtime-themed stories and nursery rhymes to read aloud. Find new stories and adventures to fill your imagination every night with this bedtime family favorite. Sweet Dreams!  Short stories or rhymes allow adults to adjust how many stories and how much time to spend reading every day. Several stories for nighttime reading can be read together or individually for a quick 5-minute read and adjust for bedtime schedules and routines Bond with your child through family storytime and strengthen a love for books and reading. Classic stories for kids to enjoy for years! Infants, toddlers, and emerging readers will enjoy this storybook and create cherished memories with loved ones Over 50 classic stories and rhymes included: Twinkle Twinkle Little Star, Little Bo-Peep, Miss Mary Mack, Hickory Dickory Dock, Hansel and Gretel, The Lion and the Mouse, The Ugly Duckling, and more Gorgeous illustrations and beautifully written tales will bring a smile from ear to ear Boys and girls can collect all titles in the Cottage Door Press 365 Treasury Book Collection and other storybook sets with treasured favorites.",1551.0,21.05,5.0,3,English,Hardcover,"20.3, 15.7, 3.6",cm,0.96,kg,9781680524048
