id,url,Title,Category,Categories,Authors,Price in NIS,Year,Synopsis,Synopsis length,Price in USD,StarRating,NumberOfReviews,Language,Format,Dimensions,Dimensions unit,Weight,Weight unit,ISBN
83,https://www.bookdelivery.com/il-en/book-thai-stories-for-language-learners-traditional-folktales-in-english-and-thai-free-online-audio/9780804853781/p/54270759,"Thai Stories for Language Learners: Traditional Folktales in English and Thai (Free Online Audio) - Rattanakhemakorn, Jintana ; Southard, Dylan ; Meeshukon, Patcharee","AsiaKoreanWriting systems, alphabetsLanguage teaching and learningAnthologies: general","Place Qualifiers, Asia",Jintana RattanakhemakornDylan Southard,61.78,,"The most enjoyable way to learn about an unfamiliar culture is through its stories--especially when they're told in two languages!   Thai Stories for Language Learners introduces 28 entertaining Thai stories with bilingual Thai and English versions presented on facing pages. The stories are adapted from traditional folktales with roots in the Thai oral tradition, classic Thai literature, and Thai versions of the Indian Jataka Tales--which describe the past lives of the Buddha. The stories in this book include:  ""The Frightened Rabbit"" is a well-known story about rabbit who hears a loud thundering sound and concludes it is a landslide, without investigating further. He runs about telling others of the landslide, thus causing unnecessary panic. ""A Horse-faced Woman"" is one of the most popular folktales in Thailand because the heroine's appearance and character differ vastly from other Thai heroines. Her equine appearance, unpopularity with fellow villagers, and passionate desires to marry the handsome Prince Pin Thong collide.  ""A Myth of Phra Ruang"" is a classic tale popular among Thai people. It tells the story of a legendary hero--Phra Ruang--who frees the people of Lavo (Lopburi) from the ancient Khmer rulers. When the Khmer king tries to kill him, Phra Ruang escapes and is ordained as a monk.  And many more! Alongside each story, readers will find:  A list of key vocabulary in the Thai script, Romanized form, and the English meanings A set of questions and writing activities A Thai pronunciation guide Online audio recording in order to improve pronunciation and comprehension.This book will be of interest to learners who are beginning to read and write the Thai language and would like additional practice, as well as to general readers interested in learning about Thai culture.",1809.0,20.53,None,0,English,Paperback,"22.6, 15.0, 1.3",cm,0.36,kg,9780804853781
84,https://www.bookdelivery.com/il-en/book-the-cello-and-the-nightingales-the-life-of-beatrice-harrison/9781805300182/p/56690634,"The Cello and the Nightingales: The Life of Beatrice Harrison - Cleveland-Peck, Patricia ; Harrison, Beatrice","Classical styleMusical art, orchestral musicMemoirsWildlife: birds and birdwatching. general interest","Style Qualifiers, C Styles, Classic",Beatrice Harrison,50.07,,"The memoirs of cello prodigy Beatrice Harrison, the woman who brought the music of the nightingale to millions worldwide - and created the first interspecies collaborationIn 1924, Beatrice Harrison broadcast a miracle to the world: a wild nightingale singing with her cello. Over a million people tuned in to hear the nightingale that night, and the BBC went on to broadcast their duet worldwide every spring until 1942. This transformed the public interest in nightingales - a species already in decline. If Beatrice's duets with the nightingales touched a chord with the world, her own life proved to be as musical, free-spirited and inspiring. From her early years as a musical prodigy to recording with the most important composers of the day or playing for the wounded in the Second World War, Beatrice's warmth and love for sharing music are as endearing now as they were to her original audiences.",904.0,16.64,None,0,English,Paperback,,,,,9781805300182
85,https://www.bookdelivery.com/il-en/book-the-changeling-revised-edition-new-mermaids/9781474290272/p/51114307,The Changeling: Revised Edition (New Mermaids)  - Thomas Middleton,"IrelandUnited kingdomPlays, dramatic texts","Place Qualifiers, Europe, Western Europe, Ireland",Thomas Middleton,56.64,2019,"""The next good mood I find my father in, I'll get him quite discarded"" With these chillingly offhand words, Beatrice-Joanna, the spoilt daughter of a powerful nobleman, plots to get rid of the family servant who has crossed her once too often. The Changeling's vivid tale of sexual appetite, repulsion, betrayal and lunacy remains one of the most compelling tragedies of the 17th century. Exposing the vexed relationship between servants and masters, setting notions of `change' against the revelation of psychological `secrets' as ways of explaining human behaviour, and exploring the idea of love as a `tame madness', the play reveals the terrifying consequences of ungoverned sexual appetite and betrayal. Featuring the full and modernized play text, this revised edition includes incisive commentary notes which explain the nuances of the play's vibrant, colloquial language and demonstrate its sly delight in the characters' conscious and unconscious wordplay. Michael Neill's illuminating introduction provides a firm grounding in the play's socio-political context, demonstrates how careful close-reading can expand your enjoyment of the play, explains the play's violent linkage of comic and tragic plots and gives theatrical life to the text via a discussion of its stage history, with a particular emphasis on the most interesting recent productions. The New Mermaids plays offer: * Modernized versions of the play text edited to the highest textual standards * Fully annotated student editions with obscure words explained and critical, contextual and staging insight provided on each page * Full Introductions analyzing context, themes, author background and stage history",1684.0,18.82,None,0,English,Paperback,,,,,9781474290272
86,https://www.bookdelivery.com/il-en/book-the-collected-poems-of-w-b-yeats-revised-second-edition/9780684807317/p/1561389,"The Collected Poems of W. B. Yeats: Revised Second Edition  - Finneran, Richard J. ; Yeats, William Butler",IrelandUnited kingdomPoetry,"Place Qualifiers, Europe, Western Europe, Ireland","Finneran, Richard J. , Yeats, William Butler",79.53,1996,"Breathtaking in range,  The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion and encompasses the entire arc of his career: reworkings of ancient Irish myths and legends, meditations on youth and old age, whimsical songs of love, and somber poems of life in a nation torn by war and uprising. The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworkings of ancient Irish myths and legends to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, nature, and art to somber and angry poems of life in a nation torn by war and uprising. In observing the development of rich and recurring images and themes over the course of his body of work, we can trace the quest of this century's greatest poet to unite intellect and artistry in a single magnificent vision. Revised and corrected, this edition includes Yeats's own notes on his poetry, complemented by explanatory notes from esteemed Yeats scholar Richard J. Finneran. The Collected Poems of W. B. Yeats is the most comprehensive edition of one of the world's most beloved poets available in paperback.",1316.0,26.43,None,0,English,Paperback,"21.1, 13.7, 3.3",cm,0.68,kg,9780684807317
87,https://www.bookdelivery.com/il-en/book-the-faraway-nearby/9780143125495/p/47487487,"The Faraway Nearby  - Solnit, Rebecca",Biography: writersMemoirsLiterature: history and criticismGender studies: women and girls,"Biographies Literature Literay Studies, Biographies, General, Writers",Rebecca Solnit,58.37,2014,"A New York Times Notable Book Finalist for the National Book Critics Circle Award A personal, lyrical narrative about storytelling and empathy, from the author of Orwell's Roses  Apricots. Her mother's disintegrating memory. An invitation to Iceland. Illness. These are Rebecca Solnit's raw materials, but The Faraway Nearby goes beyond her own life, as she spirals out into the stories she heard and read--from fairy tales to Mary Shelley's Frankenstein--that helped her navigate her difficult passge. Solnit takes us into the lives of others--an arctic cannibal, the young Che Guevara among the leprosy afflicted, a blues musician, an Icelandic artist and her labyrinth--to understand warmth and coldness, kindness and imagination, decay and transformation, making art and making self. This captivating, exquisitely written exploration of the forces that connect us and the way we tell our stories is a tour de force of association, a marvelous Russian doll of a book that is a fitting companion to Solnit's much-loved A Field Guide to Getting Lost.",1051.0,19.4,None,0,English,Paperback,"20.3, 13.5, 2.3",cm,0.23,kg,9780143125495
88,https://www.bookdelivery.com/il-en/book-the-inward-trilogy-yung-pueblo-box-set/9781524893781/p/60193174,"The Inward Trilogy: Yung Pueblo Box Set - Pueblo, Yung","United states of americaRelated to hispanic/latino americans (in the usa)PoetryPsychology: emotionsSelf-help, personal development and practical advice","Place Qualifiers, America, North, Usa",Yung Pueblo,173.36,,"#1 NEW YORK TIMES BESTSELLING AUTHOR  A gorgeous, gift-worthy box set collecting yung pueblo's bestselling poetic trilogy on developing self-knowledge, healing old wounds, and cultivating harmonious relationships.  For the first time, Inward, Clarity & Connection, and The Way Forward are presented together in a beautiful, foil-stamped box, ideal for gifting and collecting. The three volumes trace yung pueblo's own journey toward self-awareness and, in short, easily digestible pieces of poetry and prose, invite readers to release old burdens and live in peace with the world around them. Inward: An exploration of the movement from self-love to unconditional love, the power of letting go, and the wisdom that comes when we truly try to know ourselves. Clarity & Connection: An examination of how intense emotions accumulate in our subconscious and condition us to act and react in certain ways. The Way Forward: Strategies for managing the unknown, inhabiting your personal power, and bringing your truest, healthiest self to relationships.",1046.0,57.6,None,0,English,Hardcover,,,,,9781524893781
89,https://www.bookdelivery.com/il-en/book-the-king-of-oil-the-secret-lives-of-marc-rich/9780312650681/p/3792698,"The King of Oil: The Secret Lives of Marc Rich  - Ammann, Daniel",Biography: business and industryEntrepreneurship and entrepreneurs,"Biographies Literature Literay Studies, Biographies, General, Business Industry",Daniel Ammann,74.94,2010,"Billionaire oil trader Marc Rich for the first time talks at length about his private life (including his expensive divorce from wife Denise); his invention of the spot oil market, which made his fortune and changed the world economy; his lucrative and unpublicized dealings with Ayatollah Khomeini's Iran, Fidel Castro's Cuba, war-ravaged Angola, and apartheid South Africa; his quiet cooperation with the Israeli and U.S. governments (even after he was indicted for tax fraud by Rudy Guiliani) and near-comical attempts by U.S. officials to kidnap him illegally. This sure-to-make-headlines book is the first no-holds-barred biography of Rich, who was famously pardoned by Bill Clinton, and resurfaced in the news during the confirmation hearings of Attorney General Eric Holder. The King of Oil sheds stunning new light on one of the most controversial international businessmen of all time.",894.0,24.9,5.0,1,English,Paperback,"23.5, 15.4, 2.1",cm,0.36,kg,9780312650681
90,https://www.bookdelivery.com/il-en/book-the-life-of-christina-of-markyate/9780199556052/p/3142308,"the life of christina of markyate - Fanous, Samuel ; Leyser, Henrietta ; Talbot, C. H.","IrelandUnited kingdomMedieval styleBiography: generalLiterary studies: ancient, classical and medieval","Place Qualifiers, Europe, Western Europe, Ireland",Henrietta LeyserSamuel FanousC. H. Talbot,43.51,,"'I wish to remain single, for I have made a vow of virginity.' This is the remarkable story of the twelfth-century recluse Christina, who became prioress of Markyate, near St Albans in Hertfordshire. Determined to devote her life to God and to remain a virgin, Christina repulses the sexual advances of the bishop of Durham. In revenge he arranges her betrothal to a young nobleman but Christina steadfastly refuses to consummate the marriage and defies her parents' cruel coercion. Sustained by visions, she finds refuge with the hermit Roger, and lives concealed at Markyate for four years, enduring terrible physical and emotional torment. Although Christina is supported by the abbot of St Albans, she never achieves the recognition that he intended for her. Written with striking candour by Christina's anonymous biographer, the vividness and compelling detail of this account make it a social document as much as a religious one. Christina's trials of the flesh and spirit exist against a backdrop of scheming and corruption and all-too-human greed.",1055.0,14.46,None,0,English,Paperback,"19.3, 13.0, 1.0",cm,0.11,kg,9780199556052
91,https://www.bookdelivery.com/il-en/book-the-melting-point-high-command-and-war-in-the-21st-century/9781682474495/p/56287821,"The Melting Point: High Command and War in the 21st Century - McKenzie, Kenneth F. ; Mattis, James N.","IranAfghanistan21st century, first half: c. 2000–c. 2050Biography: historical, political and militaryTrue stories of war and combatNear eastern historyMilitary history: post-second world war conflicts","Place Qualifiers, Asia, Near East, Iran",Kenneth F. McKenzie,102.09,,"As the Commander of U.S. Central Command, General Frank McKenzie oversaw some of the most important -- and controversial operations in modern U.S. military history. He had direct operational responsibility for the strikes on Qassem Soleimani and two successive leaders of ISIS, the many months of deterrence operations against Iran and its proxies, and the methodical drawdown in Iraq. He directed the noncombatant evacuation operation in Afghanistan, and our final withdrawal from that tortured country. The Melting Point has three themes. The first one is the importance of the primacy of civilian control of the military. It has become a widely perceived truth that this control has been eroded over the past few years. General McKenzie doesn't believe that to be the case, and he speaks with some authority on the matter arguing that the civ-mil relationship isn't perfect or frictionless, but it doesn't have to be, and probably shouldn't be. It is, however, more durable than many believe, and is supported and embraced by the military to a degree that some critics do not choose to recognize.  The second theme is the uniqueness of being a combatant commander. Combatant commanders participate in the development of policy, although as junior partners. They are also responsible for the execution of policy once civilian leaders have formulated their decision, a unique position, and very different than the role of a service chief, or even the Chairman of the Joint Chiefs of Staff. None of these officers are in the chain of command, and they have no ultimate, mortal responsibility or authority for execution. Only the combatant commander stands astride the boundary of decision-making and execution.  Finally, the third theme that McKenzie argues is that leaders matter, and the decisions they make have a profound effect on what happens on the battlefield. McKenzie provides an honest assessment of his time in command--describing decisions that were sound, as well as some outcomes he wishes were different. He offers a vivid portrait of leadership in action in one of the most volatile regions of the world.",2121.0,33.92,None,0,English,Hardcover,"22.9, 15.2, 2.4",cm,,,9781682474495
92,https://www.bookdelivery.com/il-en/book-the-metamorphoses-penguin-classics/9780140447897/p/1680958,"The Metamorphoses (Penguin Classics)  - Ovid ; Raeburn, David ; Feeney, Denis","EpicAncient, classical and medieval textsClassical and pre-20th century poetry","Style Qualifiers, E English, Epic",Ovid,42.84,2004,"Ovid's sensuous and witty poem, in an accessible translation by David Raeburn In Metamophoses, Ovid brings together a dazzling array of mythological tales, ingeniously linked by the idea of transformation--often as a result of love or lust--where men and women find themselves magically changed into new and sometimes extraordinary beings. Beginning with the creation of the world and ending with the deification of Augustus, Ovid interweaves many of the best-known myths and legends of ancient Greece and Rome, including Daedalus and Icarus, Pyramus and Thisbe, Pygmalion, Perseus and Andromeda, and the fall of Troy. Erudite but light-hearted, dramatic and yet playful, Metamorphoses has influenced writers and artists throughout the centuries from Shakespeare and Titian to Picasso and Ted Hughes. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",1278.0,14.24,None,0,English,Paperback,"19.8, 16.5, 4.1",cm,0.54,kg,9780140447897
93,https://www.bookdelivery.com/il-en/book-the-score-takes-care-of-itself-my-philosophy-of-leadership-libro-en-ingles/9781591843474/p/3157842,The Score Takes Care of Itself: My Philosophy of Leadership  - Steve Jamison,Biography: sportManagement: leadership and motivation,"Biographies Literature Literay Studies, Biographies, General, Sport",Steve JamisonBill WalshCraig Walsh,71.68,2010,"The last lecture on leadership by the NFL's greatest coach: Bill Walsh   Bill Walsh is a towering figure in the history of the NFL. His advanced leadership transformed the San Francisco 49ers from the worst franchise in sports to a legendary dynasty. In the process, he changed the way football is played.  Prior to his death, Walsh granted a series of exclusive interviews to bestselling author Steve Jamison. These became his ultimate lecture on leadership.  Additional insights and perspective are provided by Hall of Fame quarterback Joe Montana and others.  Bill Walsh taught that the requirements of successful leadership are the same whether you run an NFL franchise, a fortune 500 company, or a hardware store with 12 employees. These final words of 'wisdom by Walsh' will inspire, inform, and enlighten leaders in all professions.",839.0,23.82,None,0,English,Paperback,"21.3, 14.1, 2.0",cm,0.25,kg,9781591843474
94,https://www.bookdelivery.com/il-en/book-the-swedish-art-of-aging-exuberantly-life-wisdom-from-someone-who-will-probably-die-before-you-the-swedish-art-of-living-dying-series/9781982196622/p/54412917,The Swedish art of Aging Exuberantly: Life Wisdom From Someone who Will (Probably) die Before you (The Swedish art of Living & Dying Series)  - Margareta Magnusson,"MemoirsCoping with ageingSelf-assertion, motivation, self-esteem and positive mental attitude","Biographies Literature Literay Studies, Biographies, Memories",Margareta Magnusson,73.54,,"From New York Times bestselling author of The Gentle Art of Swedish Death Cleaning, a book of humorous and charming advice for embracing life and aging joyfully. In her international bestseller The Gentle Art of Swedish Death Cleaning Margareta Magnusson introduced the world to the Swedish tradition of döstädning, or ""death cleaning""--clearing out your unnecessary belongings so others don't have to do it for you. Now, unburdened by (literal and emotional) baggage, Magnusson is able to focus on what makes each day worth living. In her new book she reveals her discoveries about aging--some difficult to accept, many rather wondrous. She reflects on her idyllic childhood on the west coast of Sweden, the fullness of her life with her husband and five children, and learning how to live alone. Throughout, she offers advice on how to age gracefully, such as: wear stripes, don't resist new technology, let go of what doesn't matter, and more. As with death cleaning, it's never too early to begin. The Swedish Art of Aging Exuberantly shows all readers how to prepare for and understand the process of growing older and the joys and sorrows it can bring. While Magnusson still recommends decluttering (your loved ones will thank you!), her ultimate message is that we should not live in fear of death but rather focus on appreciating beauty, connecting with our loved ones, and enjoying our time together. Wise, funny, and eminently practical, The Swedish Art of Aging Exuberantly is a gentle and welcome reminder that, no matter your age, there are always fresh discoveries ahead, and pleasures both new and familiar to be encountered every day.",1650.0,24.44,5.0,1,English,Hardcover,"21.7, 14.8, 1.6",cm,0.27,kg,9781982196622
95,https://www.bookdelivery.com/il-en/book-the-tale-of-genji-the-authentic-first-translation-of-the-world-s-earliest-novel-tuttle-classics/9784805314647/p/50101298,The Tale of Genji: The Authentic First Translation of the World'S Earliest Novel (Tuttle Classics)  -  Murasaki Shikibu,JapanAnthologies: generalLiterature: history and criticism,"Place Qualifiers, Asia, Oriental Lejano Oriente, Japan",Murasaki Shikibu,43.51,2018,"The most famous work of Japanese literature and the world's first novel--written a thousand years ago and one of the enduring classics of world literature. Written centuries before the time of Shakespeare and even Chaucer, The Tale of Genji marks the birth of the novel--and after more than a millennium, this seminal work continues to enchant readers throughout the world.  Lady Murasaki Shikibu and her tale's hero, Prince Genji, have had an unmatched influence on Japanese culture. Prince Genji manifests what was to become an image of the ideal Heian era courtier; gentle and passionate. Genji is also a master poet, dancer, musician and painter. The Tale of Genji follows Prince Genji through his many loves and varied passions. This book has influenced not only generations of courtiers and samurai of the distant past, but artists and painters even in modern times--episodes in the tale have been incorporated into the design of kimonos and handicrafts, and the four-line poems called waka which dance throughout this work have earned it a place as a classic text in the study of poetry. This version by Kencho Suematsu was the first-ever translation in English. Condensed, it's a quarter length of the unabridged text, making it perfect for readers with limited time. ""Not speaking is the wiser part, And words are sometimes vain, But to completely close the heartIn silence, gives me pain."" --Prince Genji, in The Tale of Genji",1436.0,14.46,None,0,English,Paperback,"20.3, 12.7, 1.8",cm,0.25,kg,9784805314647
96,https://www.bookdelivery.com/il-en/book-the-william-h-gass-reader/9781101873342/p/52031622,"The William h. Gass Reader  - Gass, William H.",United states of americaAnthologies: generalLiterature: history and criticism,"Place Qualifiers, America, North, Usa",William H. Gass,60.59,2019,"Throughout his career, William Gass relentlessly pushed at the boundaries of language, celebrating the music of the sentence and the aesthetics of the written word. Now, the best and most important of his work is collected in one volume. There are essays on Plato, Hobbes, James, Joyce, Beckett, Stein, Gaddis, Sterne, Ford Madox Ford, Thomas Mann. There are pieces that examine the inner workings of writing. There is his masterful short fiction, from the perfectly crafted novella ""In Camera"" to the mythical ""In the Heart of the Heart of the Country."" And there are excerpts from his novels, including his magnum opus, The Tunnel. Taken together, this collection is a peerless, essential celebration of literature--and an invaluable guide for anyone who wants to understand how great writing works.",801.0,20.13,None,0,English,Paperback,"23.1, 15.2, 4.3",cm,0.86,kg,9781101873342
97,https://www.bookdelivery.com/il-en/book-tribute-to-freud-new-directions/9780811220040/p/9134238,"Tribute to Freud (New Directions)  - Doolittle, Hilda ; Pearson, Norman Holmes ; Philips, Adam",MemoirsPsychoanalytic theory (freudian psychology),"Biographies Literature Literay Studies, Biographies, Memories",Hilda Doolittle,66.27,2012,"""My bat-like thought-wings would beat painfully in that sudden searchlight,"" H.D. writes in Tribute to Freud, her moving memoir. Compelled by historical as well as personal crises, H.D. underwent therapy with Freud during 1933-34, as the streets of Vienna were littered with tokens dropped like confetti on the city stating ""Hitler gives work,"" ""Hitler gives bread."" Having endured World War I, she was now gathering her resources to face the cataclysm she knew was approaching. The first part of the book, ""Writing on the Wall,"" was composed some ten years after H.D.'s stay in Vienna; the second part, ""Advent,"" is a journal she kept during her analysis. Revealed here in the poet's crystal shard-like words and in Freud's own letters (which comprise an appendix) is a remarkably tender and human portrait of the legendary Doctor in the twilight of his life. Time double backs on itself, mingling past, present, and future in a visionary weave of dream, memory, and reflections.",980.0,22.02,None,0,English,Paperback,"20.3, 13.0, 1.5",cm,0.23,kg,9780811220040
98,https://www.bookdelivery.com/il-en/book-tuesdays-with-morrie/9780385484510/p/1566897,"Tuesdays With Morrie  - Albom, Mitch",Biography: generalMemoirsEducationHow to cope with death and bereavement,"Biographies Literature Literay Studies, Biographies, General",Mitch Albom,73.9,1997,"#1 NEW YORK TIMES BESTSELLER - The beloved book that has changed millions of lives with the story of an unforgettable friendship, the timeless wisdom of older generations, and healing lessons on loss and grief""A wonderful book, a story of the heart told by a writer with soul.""--Los Angeles Times ""The most important thing in life is to learn how to give out love, and to let it come in."" Maybe it was a grandparent, or a teacher, or a colleague. Someone older, patient and wise, who understood you when you were young and searching, helped you see the world as a more profound place, gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago. Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded, and the world seemed colder. Wouldn't you like to see that person again, ask the bigger questions that still haunt you, receive wisdom for your busy life today the way you once did when you were younger? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying, Morrie visited with Mitch in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final class: lessons in how to live. Tuesdays with Morrie is a magical chronicle of their time together, through which Mitch shares Morrie's lasting gift with the world.",1477.0,24.56,None,0,English,Hardcover,"18.9, 13.4, 2.0",cm,0.29,kg,9780385484510
99,https://www.bookdelivery.com/il-en/book-twenty-love-poems-and-a-song-of-despair/9781949038392/p/53626575,"Twenty Love Poems and a Song of Despair  - Neruda, Pablo ; Nuñez, Leslie G.","EuropeCaribbean islandsMexico, central america, south america, latin americaPoetry","Place Qualifiers, Europe",Pablo Neruda,47.39,2021,"Discover the poetry that ignites Grace and Hudson's love story!Body of my woman, persistent in your grace. My thirst, an endless desire, my unsure path!First published in Chile in 1924 by a then-unknown young poet named Pablo Neruda, Twenty Love Poems and a Song of Despair became the seminal poetry to inspire a generation to believe in love. Endlessly romantic, deep in its yearning, and groundbreakingly inspiring, this new translation, beautifully repackaged for today's teen audience, is a must-have collectible of a timeless classic.",539.0,15.75,5.0,1,English,Paperback,"15.2, 10.2, 0.6",cm,0.06,kg,9781949038392
100,https://www.bookdelivery.com/il-en/book-unreasonable-hospitality-the-remarkable-power-of-giving-people-more-than-they-expect/9780593418574/p/54262365,Unreasonable Hospitality: The Remarkable Power of Giving People More Than They Expect - Will Guidara,"Biography: generalManagement and management techniquesHospitality, sport, leisure and tourism industriesCooking/food and drink, etc.","Biographies Literature Literay Studies, Biographies, General",Will Guidara,71.73,2022,"The must-read New York Times bestseller that's redefining hospitality and inspiring readers in every industry. - Featured in FX's The Bear and Showtime's Billions- JP Morgan NextList PickWill Guidara was twenty-six when he took the helm of Eleven Madison Park, a struggling two-star brasserie that had never quite lived up to its majestic room. Eleven years later, EMP was named the best restaurant in the world.  How did Guidara pull off this unprecedented transformation? Radical reinvention, a true partnership between the kitchen and the dining room--and memorable, over-the-top, bespoke hospitality. Guidara's team surprised a family who had never seen snow with a magical sledding trip to Central Park after their dinner; they filled a private dining room with sand, complete with mai-tais and beach chairs, to console a couple with a cancelled vacation. And his hospitality extended beyond those dining at the restaurant to his own team, who learned to deliver praise and criticism with intention; why the answer to some of the most pernicious business dilemmas is to give more--not less; and the magic that can happen when a busser starts thinking like an owner.  Today, every business can choose to be a hospitality business--and we can all transform ordinary transactions into extraordinary experiences. Featuring sparkling stories of his journey through restaurants, with the industry's most famous players like Daniel Boulud and Danny Meyer, Guidara urges us all to find the magic in what we do--for ourselves, the people we work with, and the people we serve.",1572.0,23.84,5.0,1,English,Hardcover,"22.9, 16.0, 3.3",cm,0.52,,9780593418574
101,https://www.bookdelivery.com/il-en/book-an-unquiet-mind-a-memoir-of-moods-and-madness/9780679763307/p/1558948,"An Unquiet Mind: A Memoir of Moods and Madness  - Jamison, Kay Redfield",Biography: generalGender studies: women and girlsHow to cope with depression and other emotional disorders,"Biographies Literature Literay Studies, Biographies, General",Kay Redfield Jamison,58.37,1996,"NATIONAL BESTSELLER - A deeply powerful memoir about bipolar illness that has both transformed and saved lives--with a new preface by the author. Dr. Jamison is one of the foremost authorities on manic-depressive (bipolar) illness; she has also experienced it firsthand. For even while she was pursuing her career in academic medicine, Jamison found herself succumbing to the same exhilarating highs and catastrophic depressions that afflicted many of her patients, as her disorder launched her into ruinous spending sprees, episodes of violence, and an attempted suicide. Here Jamison examines bipolar illness from the dual perspectives of the healer and the healed, revealing both its terrors and the cruel allure that at times prompted her to resist taking medication.",771.0,19.4,5.0,1,English,Paperback,"20.1, 13.0, 1.8",cm,0.23,kg,9780679763307
102,https://www.bookdelivery.com/il-en/book-animal-farm/9780141036137/p/5063405,Animal Farm  - George Orwell,"Biography, literature and literary studiesFiction and related themes",Biographies Literature Literay Studies,George Orwell,38.19,2008,"Renowned urban artist Shepard Fairey's new look for Orwell's timeless satire 'All animals are equal. But some animals are more equal than others.' Mr Jones of Manor Farm is so lazy and drunken that one day he forgets to feed his livestock. The ensuing rebellion under the leadership of the pigs Napoleon and Snowball leads to the animals taking over the farm. Vowing to eliminate the terrible inequities of the farmyard, the renamed Animal Farm is organised to benefit all who walk on four legs. But as time passes, the ideals of the rebellion are corrupted, then forgotten. And something new and unexpected emerges. . . Animal Farm - the history of a revolution that went wrong - is George Orwell's brilliant satire on the corrupting influence of power.",754.0,12.69,4.45,9,English,Paperback,,,,,9780141036137
103,https://www.bookdelivery.com/il-en/book-building-a-life-worth-living-a-memoir/9780812984996/p/53132439,Building a Life Worth Living: A Memoir  - Marsha M. Linehan,MemoirsSociology of death and dyingPsychologyReligion and beliefs,"Biographies Literature Literay Studies, Biographies, Memories",Marsha M. Linehan,69.46,2021,"Marsha Linehan tells the story of her journey from suicidal teenager to world-renowned developer of the life-saving behavioral therapy DBT, using her own struggle to develop life skills for others. ""This book is a victory on both sides of the page.""--Gloria Steinem ""Are you one of us?"" a patient once asked Marsha Linehan, the world-renowned psychologist who developed Dialectical Behavior Therapy. ""Because if you were, it would give all of us so much hope.""  Over the years, DBT had saved the lives of countless people fighting depression and suicidal thoughts, but Linehan had never revealed that her pioneering work was inspired by her own desperate struggles as a young woman. Only when she received this question did she finally decide to tell her story. In this remarkable and inspiring memoir, Linehan describes how, when she was eighteen years old, she began an abrupt downward spiral from popular teenager to suicidal young woman. After several miserable years in a psychiatric institute, Linehan made a vow that if she could get out of emotional hell, she would try to find a way to help others get out of hell too, and to build a life worth living. She went on to put herself through night school and college, living at a YWCA and often scraping together spare change to buy food. She went on to get her PhD in psychology, specializing in behavior therapy. In the 1980s, she achieved a breakthrough when she developed Dialectical Behavioral Therapy, a therapeutic approach that combines acceptance of the self and ways to change. Linehan included mindfulness as a key component in therapy treatment, along with original and specific life-skill techniques. She says, ""You can't think yourself into new ways of acting; you can only act yourself into new ways of thinking."" Throughout her extraordinary scientific career, Marsha Linehan remained a woman of deep spirituality. Her powerful and moving story is one of faith and perseverance. Linehan shows, in Building a Life Worth Living, how the principles of DBT really work--and how, using her life skills and techniques, people can build lives worth living.",2120.0,23.08,5.0,2,English,Paperback,"20.3, 13.2, 2.0",cm,0.27,kg,9780812984996
104,https://www.bookdelivery.com/il-en/book-cooking-as-though-you-might-cook-again/9780998276373/p/53924878,"Cooking as Though you Might Cook Again  - Licht, Danny",Literature: history and criticismGeneral cooking and recipes,"Biographies Literature Literay Studies, Literature",Danny Licht,94.84,2021,"Literary Nonfiction. Cooking. Licht's lyrical recipes turn our attention away from strict measurements and towards the sights and smells of our own pantries, our own fridges, and our own imaginations. A new book that feels oddly like a familiar classic. A reminder of the pleasure and the importance of living with what we have.COOKING AS THOUGH YOU MIGHT COOK AGAIN is like an impossibly lucky yard sale find: a personal kitchen journal that was somehow written just for you. Like a handful of dry beans, Danny Licht's recipes grow, with a rustic everyday magic, to fill all your pots. Follow the rhythm, as I have, of this stern and sweet set of instructions and it will become your daily beat.--Cal Peternell",711.0,31.51,None,0,English,Paperback,"17.5, 12.7, 0.8",cm,0.08,kg,9780998276373
